Property reference number,Address,Postcode,Latitude,Longitude,Ratepayer,Billing Address,Rateable value,VOA code,VOA Description,Liability start date,Reliefs Granted,Discretionary Relief %,Discretionary Relief St Date,Mandatory Relief %,Mandatory Relief Start Date,Exemption_Granted,Exemption Start Date,Empty Rates,Empty Rates Start Date,Full Sbr,Buffer Sbr,Lower Multiplier,Occupied,Empty from
64424704,"(Unofficial Address), Pt Unit 3 Netherton Works, Brow Lane, Halifax              HX2 9TU",HX2 9TU,53.75466,-1.87341,,,7700,W004,Warehouse And Premises,2017-11-27,SBR,,,,,,,,,Y,,,Y,
64424705,"(Unof Ad) Rear Pt Unit 3, Netherton Works, Brow Lane, Halifax              HX2 9TU",HX2 9TU,53.75466,-1.87341,,,7900,W004,Warehouse And Premises,2017-11-27,SBR,,,,,,,,,Y,,,Y,
64428029,"29 Brow Lane, Shelf, Halifax, HX3 7QJ",HX3 7QJ,53.75484,-1.81132,Independent Healthcare Solutions Ltd,,8800,S167,Shop and Premises,2008-11-17,SBR,,,,,,,,,Y,,,Y,
64428700,"N/R 10 Brow Lane, Shelf, Halifax, HX3 7QJ",HX3 7QJ,53.75484,-1.81132,,,2325,G009,Garage And Premises,1998-02-16,SBR,,,,,,,,,Y,,,Y,
64432008,"8/10 Bull Close Lane, Halifax, HX1 2EF",HX1 2EF,53.72065,-1.8645,,,10500,S167,Shop and Premises,2019-01-21,SBR,,,,,,,,,Y,,,Y,
64432039,"39 Bull Close Lane, Halifax, HX1 2EF",HX1 2EF,53.72065,-1.8645,,,7900,W027,Workshop And Premises,1990-04-01,SBR,,,,,,,,,Y,,,Y,
64432700,"Carlton House, 14 Bull Close Lane, Halifax, HX1 2EF",HX1 2EF,53.72065,-1.8645,,,12750,O027,Offices and Premises,1990-04-01,SBR,,,,,,,,,,Y,,Y,
64432701,"Kent House, 16 Bull Close Lane, Halifax, HX1 2EF",HX1 2EF,53.72065,-1.8645,,,3950,S151,Surgery And Premises,2017-06-06,SBR,,,,,,,,,Y,,,Y,
64432708,"Adj 23B Bull Close Lane, Halifax, HX1 2EF",HX1 2EF,53.72065,-1.8645,,,4000,C016,Car Park,2018-05-30,SBR,,,,,,,,,Y,,,Y,
64432709,"The Plummet Line, 21 Bull Close Lane, Halifax, HX1 2EF",HX1 2EF,53.72065,-1.8645,Stonegate Pub Company Ltd,"Porter Tun House, 500 Capability Green, Luton, LU1 3LS",38250,P056,Public House and Premises,2011-08-02,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
64432716,"23B Bull Close Lane, Halifax, HX1 2EF",HX1 2EF,53.72065,-1.8645,,,2700,S167,Shop and Premises,2019-09-01,SBR,,,,,,,,,Y,,,Y,
64432717,"23A Bull Close Lane, Halifax, HX1 2EF",HX1 2EF,53.72065,-1.8645,,,3750,S167,Shop and Premises,2019-08-15,SBR,,,,,,,,,Y,,,Y,
64436004,"4 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,National Tyre Service Ltd,"26-32 Nillbrae Road, Glasgow, G42 9TU",23250,V004,Vehicle Repair Workshop And Premises,1990-04-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
64436006,"6 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,Sequence (Uk) Ltd,"Accounts Payable, Cumbria House, 16-20 Hockliffe Street, Leighton Buzzard, LU7 1GN",14250,S167,Shop and Premises,2007-04-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
64436010,"10 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,,,9100,T044,Takeaway Food Outlet And Premises,2019-12-24,SBR,,,,,,,,,Y,,,Y,
64436012,"12 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,Bridgfords,,9500,S167,Shop and Premises,2012-02-02,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
64436014,"14 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,Countrywide Estate Agents,"Premises Department, 50 High Street, Stokesley, North Yorkshire, TS9 5AX",9400,S167,Shop and Premises,2013-05-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
64436016,"16 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,Reeds Rains Ltd,"C/O Sanderson Weatherall Llp, 6th Floor Cental Square, 29 Wellington Street, Leeds, LS1 4DL",14750,S167,Shop and Premises,2012-11-29,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
64436017,"17 Bull Green, Halifax, HX1 2RZ",HX1 2RZ,53.72134,-1.86446,,,7000,S167,Shop and Premises,2017-01-16,SBR,,,,,,,,,Y,,,Y,
64436020,"20 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,,,7400,S167,Shop and Premises,2018-04-01,SBR,,,,,,,,,Y,,,Y,
64436021,"21 Bull Green, Halifax, HX1 2RZ",HX1 2RZ,53.72134,-1.86446,Foundation Housing,,16500,O027,Offices and Premises,2003-04-01,MCR,,,80,2005-04-01,,,,,,,,Y,
64436023,"23 Bull Green, Halifax, HX1 2RZ",HX1 2RZ,53.72134,-1.86446,,,5300,S167,Shop and Premises,2015-07-23,SBR,,,,,,,,,Y,,,Y,
64436025,"25 Bull Green, Halifax, HX1 2RZ",HX1 2RZ,53.72134,-1.86446,Fancy Hair Cut Ltd,,12500,O027,Offices and Premises,2019-10-17,SBR DRR,100,2020-04-01,,,,,,,,Y,,Y,
64436028,"28 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,,,8400,S167,Shop and Premises,2020-01-06,ER,,,,,,,Y,04/06/2020,,,,N,2020-04-06
64436030,"30 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,,,8600,C106,Cafe and Premises,2019-09-01,SBR,,,,,,,,,Y,,,Y,
64436032,"32 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,,,9700,S167,Shop and Premises,2019-07-01,SBR,,,,,,,,,Y,,,Y,
64436038,"38 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,Ruby's Beauty & Nails Ltd,,11000,S167,Shop and Premises,2015-05-01,SBR,,,,,,,,,Y,,,Y,
64436713,"Bar Number Fifteen, Bull Green, Halifax, HX1 2DZ",HX1 2DZ,53.72138,-1.86319,Together Housing,"Bull Green House, Bull Green, Halifax, HX1 2EB",37000,P056,Public House and Premises,2012-08-16,ER,,,,,,,Y,08/22/12,,,,N,2012-08-22
64436714,"Brassierie At The Bull, 5 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,Origin Bars Ltd,"25-27 Queen Street, Morley, Leeds, LS27 8EG",30750,P056,Public House and Premises,2019-12-09,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
64436716,"13/15 Bull Green, Halifax, HX1 2EB",HX1 2EB,53.72139,-1.86407,,,8300,S167,Shop and Premises,2019-04-01,SBR,,,,,,,,,Y,,,Y,
64436717,"The Last Drop, 22/26 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,The Craft Union Pub Company Ltd,"Invoice Department, 3 Monkspath Hall Road, Solihull, West Midlands, B90 4SJ",23500,P056,Public House and Premises,2016-03-08,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
64436720,"4 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,National Tyre Service Ltd,"26-32 Nillbrae Road, Glasgow, G42 9TU",1000,O027,Offices and Premises,2015-06-02,SBR,,,,,,,,,,,Y,Y,
64436722,"Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,Calderdale Mbc,"Calderdale Mbc, Cafm Regen & Strategy, Princess Buildings, Princess Street, Halifax, HX1 1TP",20000,C105,Car Park and Premises,1998-12-14,SBR,,,,,,,,,,,Y,Y,
64436800,"Bull Green House, Bull Green, Halifax, HX1 2EB",HX1 2EB,53.72139,-1.86407,Together Housing Group,"Harrison Street, Wakefield, WF1 1PS",107000,O027,Offices and Premises,2016-04-01,MCR,,,80,2018-08-14,,,,,,,,Y,
64436803,"8 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,,,13750,P056,Public House and Premises,2020-04-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
64436804,"1ST & 2ND Floor, & Roof Terrace, 8 Bull Green, Halifax              HX1 5AB",HX1 5AB,53.72184,-1.86407,Ko Ko's Bar Ltd,,12750,R034,Restaurant and Premises,2017-04-05,SBR DRR,100,2020-04-01,,,,,,,,Y,,Y,
64436805,"Sponsored Roundabout, Junction Barum Top, Bull Green, Halifax              HX1 2AG",HX1 2AG,53.72126,-1.86268,Calderdale Mbc,"Fao Deborah Wright, Safer,Cleaner,Greener Manager, Town Hall, Wesley Court, Halifax, HX1 1UJ",450,S308,Sponsored Roundabout,2010-06-01,SBR,,,,,,,,,,,Y,Y,
64436806,"Sponsored Roundabout, (Flower Bed) Jct Barum Top, Bull Green, Halifax              HX1 2AG",HX1 2AG,53.72126,-1.86268,Calderdale Mbc,"Fao Deborah Wright, Safer,Cleaner,Greener Manager, Town Hall, Wesley Court, Halifax, HX1 1UJ",300,S308,Sponsored Roundabout,2010-06-01,SBR,,,,,,,,,,,Y,Y,
64436807,"34 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,Always In The Frame Ltd,,13250,S167,Shop and Premises,2019-05-01,DRR SBR,100,2020-04-01,,,,,,,,Y,,Y,
64436808,"1ST & 2ND Floors, 34 Bull Green, Halifax, HX1 5AB",HX1 5AB,53.72184,-1.86407,,,2550,S123,Store And Premises,2010-04-01,EX,,,,,Rateable Value below threshold,2010-07-01,,,,,,N,2010-07-01
64438700,"Bull Green, Luddendenfoot, Halifax, HX2 6JJ",HX2 6JJ,53.7171,-1.9635,,,2425,S123,Store And Premises,2017-06-03,SBR,,,,,,,,,Y,,,Y,
64440700,"Burnley Hill Farm, Burnley Hill, Shelf, Halifax             HX3 7LJ",HX3 7LJ,53.74754,-1.82623,,,1800,W027,Workshop And Premises,1990-04-01,SBR,,,,,,,,,Y,,,Y,
64444700,"King Cross Garage, Burnley Road, Halifax, HX2 7JG",HX2 7JG,53.71626,-1.89251,,,3350,G009,Garage And Premises,2019-06-12,SBR,,,,,,,,,Y,,,Y,
64444701,"King Cross Garage, Burnley Road, Halifax, HX2 7JG",HX2 7JG,53.71626,-1.89251,,,7200,T035,Tyre And Exhaust Centre And Premises,1991-02-14,SBR,,,,,,,,,Y,,,Y,
64444702,"The Conservatory Village, Burnley Road, Halifax, HX2 7LW",HX2 7LW,53.71914,-1.89896,,,3400,S193,Sales Site And Premises,2019-06-12,SBR,,,,,,,,,Y,,,Y,
64444706,"Adv Right Bus Shelter 18558, Cote Hill Fold, Burnley Road, Halifax              HX2 7LX",HX2 7LX,53.7202,-1.90211,Clear Channel (Uk) Ltd,"Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",225,A028,Advertising Right and Premises,2009-04-01,SBR,,,,,,,,,,,Y,Y,
64444707,"Car Sales Site, Junction Of Trimmingham Lane, Burnley Road, Halifax              HX2 7JG",HX2 7JG,53.71626,-1.89251,,,1800,C111,Car Sales Site and Premises,2012-04-01,EX,,,,,Empty Property - RV < 15000,2012-07-01,,,,,,N,2012-07-01
64444708,"Ground Floor The Allan Fold, Burnley Road, Halifax, HX1 3SU",HX1 3SU,53.7156,-1.88723,Belvedere Halifax Ltd,"Flat 9 Chapel Close, Huddersfield, Huddersfield, HD8 9AT",17750,R034,Restaurant and Premises,2018-12-15,DRR SBR,100,2020-04-01,,,,,,,,,Y,Y,
64448001,"1 Burnley Road, Luddendenfoot, Halifax, HX2 6AA",HX2 6AA,53.72117,-1.9438,,,1350,S167,Shop and Premises,2019-04-08,SBR,,,,,,,,,Y,,,Y,
64448704,"Denholme Mill, Luddendenfoot, Halifax, HX2 6AR",HX2 6AR,53.71851,-1.94185,Springfield Camping Ltd,"11 Rylands Park, Ripponden, HX6 4JH",22250,S062,Showroom And Premises,1994-06-14,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
64448706,"Grove Inn, Burnley Road, Luddendenfoot, Halifax             HX2 6HS",HX2 6HS,53.73076,-1.95858,Gradon Estates Ltd,"Marsh Dene Farm, Marsh Lane, Southowram, Halifax, HX3 9NR",5100,P056,Public House and Premises,2013-09-14,EX,,,,,Listed Building,2013-09-14,,,,,,N,2013-09-14
64448708,"London House, Burnley Road, Luddendenfoot, Halifax             HX2 6AA",HX2 6AA,53.72117,-1.9438,,,3300,W027,Workshop And Premises,1994-03-01,SBR,,,,,,,,,Y,,,Y,
64448710,"Luddendenfoot J & I School, Burnley Road, Luddendenfoot, Halifax             HX2 6AU",HX2 6AU,53.71611,-1.94046,Brighter Futures Academy Trust,"C/O Siddal Primary School, Backhold Lane, Siddal, Halifax, HX3 9DL",25250,S164,School and Premises,2015-04-01,MCR,,,80,2015-04-01,,,,,,,,Y,
64448712,"Unit B7, Tenterfield Business Park, Luddendenfoot, Halifax             HX2 6EQ",HX2 6EQ,53.71317,-1.93807,Vama Kitchens Ltd,,4300,O027,Offices and Premises,2015-10-13,DWR,100,2020-02-10,,,,,,,,,,Y,
64448716,"Room 2, Council Offices, Burnley Road, Luddendenfoot       HX2 6AA",HX2 6AA,53.72117,-1.9438,,,3000,H005,Hairdressing Salon And Premises,2018-02-16,SBR,,,,,,,,,Y,,,Y,
64448725,"Unit R6, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",HX2 6EQ,53.71317,-1.93807,,,3750,W027,Workshop And Premises,2007-07-23,SBR,,,,,,,,,Y,,,Y,
64448726,"Unit R5, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",HX2 6EQ,53.71317,-1.93807,,,3700,W004,Warehouse And Premises,2009-06-15,SBR,,,,,,,,,Y,,,Y,
64448733,"Unit R4, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",HX2 6EQ,53.71317,-1.93807,,,8000,W027,Workshop And Premises,2016-06-17,SBR,,,,,,,,,Y,,,Y,
64448737,"Units B8 & B10, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",HX2 6EQ,53.71317,-1.93807,Community Transport Calderdale Ltd,"Fao Paul Jones, Unit B8 &B10, Tenterfields Business Park, Burnley Road, Luddendenfoot, Halifax, HX2 6EQ",7100,W027,Workshop And Premises,2015-08-21,MCR DCR,18,2019-04-01,80,2015-08-21,,,,,,,,Y,
64448740,"Unit B2, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",HX2 6EQ,53.71317,-1.93807,600 Feet Productions Ltd,"Great House Farm, Hoo Hole Lane, Hebden Bridge, HX7 5RT",6200,O027,Offices and Premises,2017-05-19,SBR,,,,,,,,,Y,,,Y,
64448741,"Unit B4, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",HX2 6EQ,53.71317,-1.93807,,,3750,C106,Cafe and Premises,2014-07-18,SBR,,,,,,,,,Y,,,Y,
64448744,"Unit B5/B6, Tenterfields Business Park, Luddendenfoot, Halifax              HX2 6EJ",HX2 6EJ,53.7124,-1.93935,Paper Dienamics Ltd,,5400,W027,Workshop And Premises,2019-09-01,DWR,100,2020-02-10,,,,,,,,,,Y,
64448746,"Unit C1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",HX2 6EQ,53.71317,-1.93807,,,1850,W027,Workshop And Premises,2014-04-01,SBR,,,,,,,,,Y,,,Y,
64448752,"Unit B1, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",HX2 6EQ,53.71317,-1.93807,E.S Maintenance Services Ltd,"Unit B1, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",5600,O027,Offices and Premises,2016-08-05,SBR,,,,,,,,,Y,,,Y,
64448758,"Weavers Arms, Burnley Road, Luddendenfoot, Halifax             HX2 6AH",HX2 6AH,53.72371,-1.94626,Tutto Mio Ltd,"40 Rainwood Avenue, Oakwood, Leeds, LS8 3DP",5250,P056,Public House and Premises,2011-06-21,SBR,,,,,,,,,Y,,,Y,
64448761,"Unit W8, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",HX2 6EQ,53.71317,-1.93807,Brogan Business Parks Ltd,"C/O Avison Young, 1st Floor, 11 St James's Square, Manchester, M2 6DN",2250,S123,Store And Premises,2004-02-01,SBR,,,,,,,,,,,Y,Y,
64448769,"Unit B3, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",HX2 6EQ,53.71317,-1.93807,,,1725,O027,Offices and Premises,2016-11-18,SBR,,,,,,,,,Y,,,Y,
64448775,"Car Park, Longbottom Mills, Luddendenfoot, Halifax             HX2 6EJ",HX2 6EJ,53.7124,-1.93935,Brogan Business Parks Ltd,"C/O Avison Young, 1st Floor, 11 St James's Square, Manchester, M2 6DN",4000,C105,Car Park and Premises,2004-02-01,SBR,,,,,,,,,,,Y,Y,
64448784,"Unit B9, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EJ",HX2 6EJ,53.7124,-1.93935,,,1425,S123,Store And Premises,2013-04-01,SBR,,,,,,,,,Y,,,Y,
64448785,"Unit R8, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",HX2 6EQ,53.71317,-1.93807,,,3750,W027,Workshop And Premises,2005-04-01,SBR,,,,,,,,,Y,,,Y,
64448789,"Friendly Quarry, Burnley Road, Luddendenfoot, Halifax             HX2 6BD",HX2 6BD,53.72679,-1.95146,Fairhurst Stone Merchants Limited,"Langcliffe Mill, Stainforth Road, Langcliffe, Settle, BD24 9NP",3350,Q001,Quarry And Premises,2018-06-05,SBR,,,,,,,,,,,Y,Y,
64448790,"Unit G5, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",HX2 6EQ,53.71317,-1.93807,G P S Range Services Ltd,"Mr Stephen Heap, C/O 25 Exley Lane, Elland, HX5 0SW",4400,W027,Workshop And Premises,2019-03-01,SBR,,,,,,,,,Y,,,Y,
64448791,"Unit W7, Tenterfields Business Park, Burnley Road, Luddendenfoot       HX2 6EQ",HX2 6EQ,53.71317,-1.93807,Hames Ltd,"Fao Mr Gavin Spall, ",1225,W027,Workshop And Premises,2019-07-16,SBR,,,,,,,,,Y,,,Y,
64448792,"Unit R7, Tenterfields Business Park, Luddendenfoot, Halifax              HX2 6EQ",HX2 6EQ,53.71317,-1.93807,Pd Metal Polishing Ltd,,3750,W027,Workshop And Premises,2014-04-01,SBR,,,,,,,,,Y,,,Y,
64448800,"Unit G4, Tenterfield Business Park, Luddendenfoot, Halifax              HX2 6EQ",HX2 6EQ,53.71317,-1.93807,,,3600,W027,Workshop And Premises,2019-02-23,DWR,100,2020-02-10,,,,,,,,,,Y,
64448811,"Unit W3, Tenterfield Business Pk, Burnley Road, Luddendenfoot        HX2 6EQ",HX2 6EQ,53.71317,-1.93807,Lumsden T Ltd,"29 Derwent Court, Ripponden, Halifax, HX6 4JE",4500,W027,Workshop And Premises,2019-08-14,SBR,,,,,,,,,Y,,,Y,
64448813,"Unit G3, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",HX2 6EQ,53.71317,-1.93807,Paper Dienamics Ltd,,3100,O027,Offices and Premises,2019-09-01,DWR,100,2020-02-10,,,,,,,,,,Y,
64448816,"Unit G3 A, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",HX2 6EQ,53.71317,-1.93807,,,4150,O027,Offices and Premises,2017-02-01,SBR,,,,,,,,,Y,,,Y,
64448820,"Ad. Rgt Bus Shelter,Board No, 0702 0125 Adj Post Office, Burnley Road, Luddendenfoot        HX2 6AA",HX2 6AA,53.72117,-1.9438,Clear Channel (Uk) Ltd,"Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",225,A028,Advertising Right and Premises,2008-06-30,SBR,,,,,,,,,,,Y,Y,
64448821,"Unit G1 Tenterfields Bsn Pk, Burnley Road, Luddendenfoot, Halifax              HX2 6EQ",HX2 6EQ,53.71317,-1.93807,Well Bowled Ltd,"F.A.O. Mr Nick Blackburn, 8 South View, Warley Wood Avenue, Luddendenforrt, Halifax, HX2 6BL",4600,O028,Office and Premises,2015-07-01,DWR,100,2020-02-10,,,,,,,,,,Y,
64448822,"Unit G2 Tenterfields Bsn Pk, Burnley Road, Luddendenfoot, Halifax              HX2 6EJ",HX2 6EJ,53.7124,-1.93935,Brogan Business Parks Ltd,"C/O Avison Young, 1st Floor, 11 St James's Square, Manchester, M2 6DN",4750,O028,Office and Premises,2018-12-19,ER,,,,,,,Y,12/17/19,,,,N,2019-12-17
64448823,"Unit R3, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",HX2 6EJ,53.7124,-1.93935,Tsr Salons Ltd,,6200,S007,Salon And Premises,2019-01-25,SBR,,,,,,,,,Y,,,Y,
64448826,"Unit C6, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",HX2 6EJ,53.7124,-1.93935,Camcare Health Ltd,"28 Prescott Street, Halifax, HX1 2LG",7400,W027,Workshop And Premises,2018-10-01,SBR,,,,,,,,,Y,,,Y,
64448827,"Unit R1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",HX2 6EJ,53.7124,-1.93935,,,6100,O027,Offices and Premises,2018-05-01,SBR,,,,,,,,,Y,,,Y,
64448828,"Unit R2, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",HX2 6EJ,53.7124,-1.93935,,,6300,O016,Offices And Premises,2019-02-01,SBR,,,,,,,,,Y,,,Y,
64448831,"Unit W4, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",HX2 6EJ,53.7124,-1.93935,,,6300,W004,Warehouse And Premises,2016-12-01,SBR,,,,,,,,,Y,,,Y,
64448832,"Unit W5, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ",HX2 6EJ,53.7124,-1.93935,,,9200,W004,Warehouse And Premises,2017-06-16,SBR,,,,,,,,,Y,,,Y,
64448833,"Security Office, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ",HX2 6EQ,53.71317,-1.93807,Brogan Business Parks Ltd,"C/O Avison Young, 1st Floor, 11 St James's Square, Manchester, M2 6DN",465,O003,Office,2012-05-01,SBR,,,,,,,,,,,Y,Y,
64448834,"Unit C5 2ND Floor, Burnley Road, Luddendenfoot, Halifax              HX2 6EJ",HX2 6EJ,53.7124,-1.93935,Ab Open Limited,,2275,W027,Workshop And Premises,2014-05-09,SBR,,,,,,,,,Y,,,Y,
64448835,"Unit A, Upperfoot, Burnley Road, Luddendenfoot, Halifax              HX2 6HL",HX2 6HL,53.72609,-1.95049,,,10750,S123,Store And Premises,2017-12-30,SBR,,,,,,,,,Y,,,Y,
64448836,"Unit C2 & C7, Tenterfields Business Park, Burnley Road, Luddendenfoot",HX2 6EJ,53.7124,-1.93935,Freshfields Foods Ltd,"6 Stones Drive, Rippononden, Sowerby Bridge, HX6 4NY",5000,S123,Store And Premises,2016-07-01,SBR,,,,,,,,,,,Y,Y,
64448837,"Units W1 & W2, Tenterfields Business Park, Luddendenfoot, Halifax              HX2 6EQ",HX2 6EQ,53.71317,-1.93807,P I Consultants Limited,"C/O Poppleton & Appleby, The Media Centre, 7 Northumberland Street, Huddersfield, HD1 1RL",11500,W004,Warehouse And Premises,2017-04-01,SBR,,,,,,,,,Y,,,Y,
64452700,"Cote Hill Service Station, Burnley Road, Warley, Halifax             HX2 7NB",HX2 7NB,53.71956,-1.90514,C H Rafique & Son's Uk Ltd,,13500,P004,Petrol Filling Station And Premises,2017-07-17,SBR DRR,100,2020-04-01,,,,,,,,Y,,Y,
64452702,"Warley Springs Garage, Burnley Road, Halifax, HX2 7NB",HX2 7NB,53.71956,-1.90514,,,12000,W004,Warehouse And Premises,2005-04-01,SBR,,,,,,,,,Y,,,Y,
64452703,"Warley Springs Garage, Burnley Road, Halifax, HX2 7NB",HX2 7NB,53.71956,-1.90514,Horsfields Of Halifax Ltd,"Warley Springs Garage, Burnley Road, Halifax, HX2 7NB",5700,S062,Showroom And Premises,1990-04-01,SBR,,,,,,,,,Y,,,Y,
64452706,"Golden Hand Car Wash, Adj 66 Rochdale Road, Halifax, HX2 7NB",HX2 7NB,53.71956,-1.90514,,,6000,H035,Hand Car Wash And Premises,2019-06-01,SBR,,,,,,,,,Y,,,Y,
64456700,"Brookwoods Estate, Burrwood Way, Holywell Green, Halifax             HX4 9BH",HX4 9BH,53.67713,-1.86331,Medina Group Limited,"Burrwood Way, Brookwoods Industrial Estate, Holywell Green, Halifax, HX4 9BH",78000,A035,Abattoir and Premises,2016-07-08,,,,,,,,,,,,,Y,
64456701,"Unit 1, Brookwoods Estate, Holywell Green, Halifax              HX4 9BH",HX4 9BH,53.67713,-1.86331,Yes Renewables Ltd,,49500,W004,Warehouse And Premises,2012-07-13,SBR,,,,,,,,,,,Y,Y,
64456703,"Unit C3, Brookwoods Industrial Estate, Burrwood Way, Holywell Green      HX4 9BH",HX4 9BH,53.67713,-1.86331,Orange Mountain Bikes Ltd,,42500,W004,Warehouse And Premises,1996-04-15,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
64456707,"Unit 2 Springwood Bu'ss Park, Brookwoods Industrial Estate, Burrwood Way, Holywell Green       HX4 9BH",HX4 9BH,53.67713,-1.86331,,,21000,W004,Warehouse And Premises,2018-11-01,DRR SBR,100,2020-04-01,,,,,,,,,Y,Y,
64456708,"Unit 3 Springwood Bu'ss Park, Brookwoods Industrial Park, Burrwood Way, Holywell Green       HX4 9BH",HX4 9BH,53.67713,-1.86331,Andpak Ltd,"Unit 3 Springwood Business Pk, Brookwoods Industrial Estate, Burrwood Way, Holywell Green, HX4 9BH",18500,W004,Warehouse And Premises,2015-08-19,SBR,,,,,,,,,,,Y,Y,
64456709,"Unit 4 Springwood Bu'ss Park, Brookwoods Industrial Estate, Burrwood Way, Holywell Green       HX4 9BH",HX4 9BH,53.67713,-1.86331,Universal Engineers Ltd,"Dean House Farm, Jagger Green Dean, Holywell Green, Halifax, HX4 9DQ",10000,W004,Warehouse And Premises,2016-11-19,SBR,,,,,,,,,Y,,,Y,
64456710,"Unit 5 Springwood Bu'ss Park, Brookwoods Industrial Estate, Burrwood Way, Holywell Green       HX4 9BH",HX4 9BH,53.67713,-1.86331,Global Geo Tech Supplies Ltd In Liquidation 17.2.2020,"O'Haras's Ltd, Moorend House, Snelsins Road, Cleckheaton, BD19 3UE",31500,W004,Warehouse And Premises,2020-02-18,EX,,,,,Qualifying industrial hereditament,2020-02-18,,,,,,N,2020-02-18
64456711,"Unit 6 Springwood Bu'ss Park, Brookwoods Industrial Estate, Burrwood Way, Holywell Green       HX4 9BH",HX4 9BH,53.67713,-1.86331,,,23750,W004,Warehouse And Premises,2017-09-27,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
64456712,"Unit 1 Springwood Bsnss Pk, Brookwoods Industrial Estate, Burrwood Way, Holywell Green       HX4 9BH",HX4 9BH,53.67713,-1.86331,Calderdale Mbc Economy & Environment,"Cafm Team, 1st Floor, Northgate House, Halifax, HX1 1UN",19250,W004,Warehouse And Premises,2016-04-07,SBR,,,,,,,,,,,Y,Y,
64456714,"Witt House, Brookwoods Industrial Estate, Burrwood Way, Holywell Green       HX4 9BH",HX4 9BH,53.67713,-1.86331,Pexa Ltd,"Unit 2, Brookwoods Industrial Estate, Burrwood Way, Holywell Green, HX4 9BH",53000,F024,Factory and Premises,2015-08-01,,,,,,,,,,,,,Y,
